Search keyword report
"February 1, 2026 - May 27, 2026 compared to October 8, 2025 - January 31, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Quality Score,Currency code,Cost / conv.,Cost / conv. (Compare to),Cost / conv. (Change),Cost / conv. (Change %),Cost,Cost (Compare to),Cost (Change),Cost (Change %),Conversions,Conversions (Compare to),Conversions (Change),Conversions (Change %),Conv. rate,Conv. rate (Compare to),Conv. rate (Change),Conv. rate (Change %),Search impr. share,Search impr. share (Compare to),Search impr. share (Change),Search impr. share (Change %),Conv. value / cost,Conv. value / cost (Compare to),Conv. value / cost (Change),Conv. value / cost (Change %),Conv. value,Conv. value (Compare to),Conv. value (Change),Conv. value (Change %),Avg. CPC,Avg. CPC (Compare to),Avg. CPC (Change),Avg. CPC (Change %),Clicks,Clicks (Compare to),Clicks (Change),Clicks (Change %),Impr.,Impr. (Compare to),Impr. (Change),Impr. (Change %),CTR,CTR (Compare to),CTR (Change),CTR (Change %),Final URL,Original conv. value,Original conv. value (Compare to),Original conv. value (Change),Original conv. value (Change %)
Paused,"""dog daycare""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,outdoor +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[doggie daycare rockville md],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +rockville +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,indoor +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggy +day +care,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[doggie day care],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,find +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,local +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,overnight +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +day +care,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,clean +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[doggy daycare],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,short term +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled, +doggy +daycare facility,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled, +doggy +daycare center,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,local +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +daycare care,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,find +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[doggy day care rockville md],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,outdoor +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggie +daycare weekend,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggie +daycare facility,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""doggy daycare""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,largest +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +rockville +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,need +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,dog groomer service,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,best +dog +groomer,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,dog groomer rockville,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,[dog groomer],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,pet groomers nearby,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +professional +dog +groomer,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""dog hair cuts""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,local +dog +groomer,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,need +dog +groomer,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +groomer +near +me,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,find +dog +groomer,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""groomer near me""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,dog groomer,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +groomer +service,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""dog bath near me""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,[dog groomers near me],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""dog groomers nearby""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +groomer montgomery,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Groomer - Dog,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
